"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2013"	"2013"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	56460
	"2013"	"2013"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	54892
	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	740
	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1694
	"2013"	"2013"	"Lip"	"20010"	"Female"	"F"	30
	"2013"	"2013"	"Lip"	"20010"	"Male"	"M"	64
	"2013"	"2013"	"Tongue"	"20020"	"Female"	"F"	217
	"2013"	"2013"	"Tongue"	"20020"	"Male"	"M"	537
	"2013"	"2013"	"Salivary Gland"	"20030"	"Female"	"F"	115
	"2013"	"2013"	"Salivary Gland"	"20030"	"Male"	"M"	167
	"2013"	"2013"	"Floor of Mouth"	"20040"	"Female"	"F"	35
	"2013"	"2013"	"Floor of Mouth"	"20040"	"Male"	"M"	74
	"2013"	"2013"	"Gum and Other Mouth"	"20050"	"Female"	"F"	160
	"2013"	"2013"	"Gum and Other Mouth"	"20050"	"Male"	"M"	197
	"2013"	"2013"	"Nasopharynx"	"20060"	"Female"	"F"	41
	"2013"	"2013"	"Nasopharynx"	"20060"	"Male"	"M"	117
	"2013"	"2013"	"Tonsil"	"20070"	"Female"	"F"	77
	"2013"	"2013"	"Tonsil"	"20070"	"Male"	"M"	323
	"2013"	"2013"	"Oropharynx"	"20080"	"Female"	"F"	20
	"2013"	"2013"	"Oropharynx"	"20080"	"Male"	"M"	75
	"2013"	"2013"	"Hypopharynx"	"20090"	"Female"	"F"	37
	"2013"	"2013"	"Hypopharynx"	"20090"	"Male"	"M"	119
	"2013"	"2013"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	21
	"2013"	"2013"	"Digestive System"	"21010-21130"	"Female"	"F"	8995
	"2013"	"2013"	"Digestive System"	"21010-21130"	"Male"	"M"	10747
	"2013"	"2013"	"Esophagus"	"21010"	"Female"	"F"	260
	"2013"	"2013"	"Esophagus"	"21010"	"Male"	"M"	815
	"2013"	"2013"	"Stomach"	"21020"	"Female"	"F"	826
	"2013"	"2013"	"Stomach"	"21020"	"Male"	"M"	1262
	"2013"	"2013"	"Small Intestine"	"21030"	"Female"	"F"	246
	"2013"	"2013"	"Small Intestine"	"21030"	"Male"	"M"	303
	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4454
	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4603
	"2013"	"2013"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3271
	"2013"	"2013"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3106
	"2013"	"2013"	"Cecum"	"21041"	"Female"	"F"	763
	"2013"	"2013"	"Cecum"	"21041"	"Male"	"M"	562
	"2013"	"2013"	"Appendix"	"21042"	"Female"	"F"	157
	"2013"	"2013"	"Appendix"	"21042"	"Male"	"M"	98
	"2013"	"2013"	"Ascending Colon"	"21043"	"Female"	"F"	674
	"2013"	"2013"	"Ascending Colon"	"21043"	"Male"	"M"	567
	"2013"	"2013"	"Hepatic Flexure"	"21044"	"Female"	"F"	155
	"2013"	"2013"	"Hepatic Flexure"	"21044"	"Male"	"M"	157
	"2013"	"2013"	"Transverse Colon"	"21045"	"Female"	"F"	292
	"2013"	"2013"	"Transverse Colon"	"21045"	"Male"	"M"	314
	"2013"	"2013"	"Splenic Flexure"	"21046"	"Female"	"F"	72
	"2013"	"2013"	"Splenic Flexure"	"21046"	"Male"	"M"	108
	"2013"	"2013"	"Descending Colon"	"21047"	"Female"	"F"	204
	"2013"	"2013"	"Descending Colon"	"21047"	"Male"	"M"	211
	"2013"	"2013"	"Sigmoid Colon"	"21048"	"Female"	"F"	711
	"2013"	"2013"	"Sigmoid Colon"	"21048"	"Male"	"M"	877
	"2013"	"2013"	"Large Intestine, NOS"	"21049"	"Female"	"F"	243
