"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"< 1 year"	"1"	31
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"1-4 years"	"1-4"	91
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"5-9 years"	"5-9"	60
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"10-14 years"	"10-14"	97
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"15-19 years"	"15-19"	168
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"20-24 years"	"20-24"	268
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"25-29 years"	"25-29"	463
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"30-34 years"	"30-34"	725
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"35-39 years"	"35-39"	1331
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"40-44 years"	"40-44"	2346
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"45-49 years"	"45-49"	3593
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"50-54 years"	"50-54"	4268
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"55-59 years"	"55-59"	5280
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"60-64 years "	"60-64"	5431
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"65-69 years"	"65-69"	5446
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"70-74 years"	"70-74"	5493
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"75-79 years"	"75-79"	5851
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"80-84 years"	"80-84"	5148
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	"85+ years"	"85+"	5298
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"< 1 year"	"1"	42
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"1-4 years"	"1-4"	118
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"5-9 years"	"5-9"	81
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"10-14 years"	"10-14"	97
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"15-19 years"	"15-19"	175
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"20-24 years"	"20-24"	248
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"25-29 years"	"25-29"	350
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"30-34 years"	"30-34"	481
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"35-39 years"	"35-39"	711
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"40-44 years"	"40-44"	1262
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"45-49 years"	"45-49"	2230
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"50-54 years"	"50-54"	3839
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"55-59 years"	"55-59"	5970
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"60-64 years "	"60-64"	6985
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"65-69 years"	"65-69"	7580
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"70-74 years"	"70-74"	7379
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"75-79 years"	"75-79"	7115
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"80-84 years"	"80-84"	5132
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	"85+ years"	"85+"	3623
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"35-39 years"	"35-39"	17
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"40-44 years"	"40-44"	30
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"45-49 years"	"45-49"	41
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"50-54 years"	"50-54"	66
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"55-59 years"	"55-59"	76
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"60-64 years "	"60-64"	80
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"65-69 years"	"65-69"	63
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"70-74 years"	"70-74"	62
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"75-79 years"	"75-79"	71
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"80-84 years"	"80-84"	52
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	"85+ years"	"85+"	71
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"35-39 years"	"35-39"	24
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"40-44 years"	"40-44"	54
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"45-49 years"	"45-49"	129
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"50-54 years"	"50-54"	182
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"55-59 years"	"55-59"	225
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"60-64 years "	"60-64"	208
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"65-69 years"	"65-69"	155
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"70-74 years"	"70-74"	142
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"75-79 years"	"75-79"	125
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"80-84 years"	"80-84"	77
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	"85+ years"	"85+"	58
	"2006"	"2006"	"Tongue"	"20020"	"Female"	"F"	"50-54 years"	"50-54"	18
	"2006"	"2006"	"Tongue"	"20020"	"Female"	"F"	"55-59 years"	"55-59"	24
	"2006"	"2006"	"Tongue"	"20020"	"Female"	"F"	"60-64 years "	"60-64"	24
	"2006"	"2006"	"Tongue"	"20020"	"Female"	"F"	"75-79 years"	"75-79"	19
	"2006"	"2006"	"Tongue"	"20020"	"Female"	"F"	"85+ years"	"85+"	19
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"45-49 years"	"45-49"	33
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"50-54 years"	"50-54"	60
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"55-59 years"	"55-59"	64
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"60-64 years "	"60-64"	62
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"65-69 years"	"65-69"	55
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"70-74 years"	"70-74"	46
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"75-79 years"	"75-79"	32
	"2006"	"2006"	"Tongue"	"20020"	"Male"	"M"	"80-84 years"	"80-84"	18
	"2006"	"2006"	"Salivary Gland"	"20030"	"Male"	"M"	"70-74 years"	"70-74"	20
	"2006"	"2006"	"Salivary Gland"	"20030"	"Male"	"M"	"75-79 years"	"75-79"	18
	"2006"	"2006"	"Salivary Gland"	"20030"	"Male"	"M"	"85+ years"	"85+"	21
	"2006"	"2006"	"Floor of Mouth"	"20040"	"Male"	"M"	"55-59 years"	"55-59"	18
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"60-64 years "	"60-64"	22
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"70-74 years"	"70-74"	16
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"75-79 years"	"75-79"	17
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"80-84 years"	"80-84"	17
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Female"	"F"	"85+ years"	"85+"	26
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"50-54 years"	"50-54"	25
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"55-59 years"	"55-59"	22
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"60-64 years "	"60-64"	29
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"65-69 years"	"65-69"	20
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"70-74 years"	"70-74"	19
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	"Male"	"M"	"75-79 years"	"75-79"	27
	"2006"	"2006"	"Nasopharynx"	"20060"	"Male"	"M"	"60-64 years "	"60-64"	16
	"2006"	"2006"	"Tonsil"	"20070"	"Male"	"M"	"45-49 years"	"45-49"	35
	"2006"	"2006"	"Tonsil"	"20070"	"Male"	"M"	"50-54 years"	"50-54"	42
	"2006"	"2006"	"Tonsil"	"20070"	"Male"	"M"	"55-59 years"	"55-59"	66
	"2006"	"2006"	"Tonsil"	"20070"	"Male"	"M"	"60-64 years "	"60-64"	38
	"2006"	"2006"	"Tonsil"	"20070"	"Male"	"M"	"65-69 years"	"65-69"	20
	"2006"	"2006"	"Hypopharynx"	"20090"	"Male"	"M"	"60-64 years "	"60-64"	17
	"2006"	"2006"	"Hypopharynx"	"20090"	"Male"	"M"	"75-79 years"	"75-79"	17
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"20-24 years"	"20-24"	16
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"25-29 years"	"25-29"	27
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"30-34 years"	"30-34"	57
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"35-39 years"	"35-39"	95
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"40-44 years"	"40-44"	226
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"45-49 years"	"45-49"	382
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"50-54 years"	"50-54"	555
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"55-59 years"	"55-59"	765
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"60-64 years "	"60-64"	818
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"65-69 years"	"65-69"	876
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"70-74 years"	"70-74"	1092
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"75-79 years"	"75-79"	1341
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"80-84 years"	"80-84"	1326
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Female"	"F"	"85+ years"	"85+"	1575
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"25-29 years"	"25-29"	27
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"30-34 years"	"30-34"	64
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"35-39 years"	"35-39"	117
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"40-44 years"	"40-44"	258
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"45-49 years"	"45-49"	450
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"50-54 years"	"50-54"	838
	"2006"	"2006"	"Digestive System"	"21010-21130"	"Male"	"M"	"55-59 years"	"55-59"	1156
