"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2010"	"2010"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	53081
	"2010"	"2010"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	53770
	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	779
	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1539
	"2010"	"2010"	"Lip"	"20010"	"Female"	"F"	32
	"2010"	"2010"	"Lip"	"20010"	"Male"	"M"	50
	"2010"	"2010"	"Tongue"	"20020"	"Female"	"F"	239
	"2010"	"2010"	"Tongue"	"20020"	"Male"	"M"	462
	"2010"	"2010"	"Salivary Gland"	"20030"	"Female"	"F"	113
	"2010"	"2010"	"Salivary Gland"	"20030"	"Male"	"M"	158
	"2010"	"2010"	"Floor of Mouth"	"20040"	"Female"	"F"	35
	"2010"	"2010"	"Floor of Mouth"	"20040"	"Male"	"M"	68
	"2010"	"2010"	"Gum and Other Mouth"	"20050"	"Female"	"F"	170
	"2010"	"2010"	"Gum and Other Mouth"	"20050"	"Male"	"M"	192
	"2010"	"2010"	"Nasopharynx"	"20060"	"Female"	"F"	50
	"2010"	"2010"	"Nasopharynx"	"20060"	"Male"	"M"	120
	"2010"	"2010"	"Tonsil"	"20070"	"Female"	"F"	68
	"2010"	"2010"	"Tonsil"	"20070"	"Male"	"M"	267
	"2010"	"2010"	"Oropharynx"	"20080"	"Female"	"F"	37
	"2010"	"2010"	"Oropharynx"	"20080"	"Male"	"M"	85
	"2010"	"2010"	"Hypopharynx"	"20090"	"Female"	"F"	26
	"2010"	"2010"	"Hypopharynx"	"20090"	"Male"	"M"	105
	"2010"	"2010"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	32
	"2010"	"2010"	"Digestive System"	"21010-21130"	"Female"	"F"	8931
	"2010"	"2010"	"Digestive System"	"21010-21130"	"Male"	"M"	10137
	"2010"	"2010"	"Esophagus"	"21010"	"Female"	"F"	271
	"2010"	"2010"	"Esophagus"	"21010"	"Male"	"M"	751
	"2010"	"2010"	"Stomach"	"21020"	"Female"	"F"	751
	"2010"	"2010"	"Stomach"	"21020"	"Male"	"M"	1118
	"2010"	"2010"	"Small Intestine"	"21030"	"Female"	"F"	245
	"2010"	"2010"	"Small Intestine"	"21030"	"Male"	"M"	258
	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4773
	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4658
	"2010"	"2010"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3571
	"2010"	"2010"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3187
	"2010"	"2010"	"Cecum"	"21041"	"Female"	"F"	828
	"2010"	"2010"	"Cecum"	"21041"	"Male"	"M"	618
	"2010"	"2010"	"Appendix"	"21042"	"Female"	"F"	133
	"2010"	"2010"	"Appendix"	"21042"	"Male"	"M"	89
	"2010"	"2010"	"Ascending Colon"	"21043"	"Female"	"F"	779
	"2010"	"2010"	"Ascending Colon"	"21043"	"Male"	"M"	585
	"2010"	"2010"	"Hepatic Flexure"	"21044"	"Female"	"F"	148
	"2010"	"2010"	"Hepatic Flexure"	"21044"	"Male"	"M"	154
	"2010"	"2010"	"Transverse Colon"	"21045"	"Female"	"F"	343
	"2010"	"2010"	"Transverse Colon"	"21045"	"Male"	"M"	270
	"2010"	"2010"	"Splenic Flexure"	"21046"	"Female"	"F"	94
	"2010"	"2010"	"Splenic Flexure"	"21046"	"Male"	"M"	106
	"2010"	"2010"	"Descending Colon"	"21047"	"Female"	"F"	191
	"2010"	"2010"	"Descending Colon"	"21047"	"Male"	"M"	194
	"2010"	"2010"	"Sigmoid Colon"	"21048"	"Female"	"F"	804
	"2010"	"2010"	"Sigmoid Colon"	"21048"	"Male"	"M"	950
	"2010"	"2010"	"Large Intestine, NOS"	"21049"	"Female"	"F"	251
	"2010"	"2010"	"Large Intestine, NOS"	"21049"	"Male"	"M"	221
	"2010"	"2010"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Female"	"F"	1202
	"2010"	"2010"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Male"	"M"	1471
	"2010"	"2010"	"Rectosigmoid Junction"	"21051"	"Female"	"F"	339
	"2010"	"2010"	"Rectosigmoid Junction"	"21051"	"Male"	"M"	408
	"2010"	"2010"	"Rectum"	"21052"	"Female"	"F"	863
	"2010"	"2010"	"Rectum"	"21052"	"Male"	"M"	1063
	"2010"	"2010"	"Anus, Anal Canal and Anorectum"	"21060"	"Female"	"F"	236
	"2010"	"2010"	"Anus, Anal Canal and Anorectum"	"21060"	"Male"	"M"	152
	"2010"	"2010"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Female"	"F"	485
	"2010"	"2010"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Male"	"M"	1338
	"2010"	"2010"	"Liver"	"21071"	"Female"	"F"	358
	"2010"	"2010"	"Liver"	"21071"	"Male"	"M"	1216
	"2010"	"2010"	"Intrahepatic Bile Duct"	"21072"	"Female"	"F"	127
	"2010"	"2010"	"Intrahepatic Bile Duct"	"21072"	"Male"	"M"	122
	"2010"	"2010"	"Gallbladder"	"21080"	"Female"	"F"	210
	"2010"	"2010"	"Gallbladder"	"21080"	"Male"	"M"	86
	"2010"	"2010"	"Other Biliary"	"21090"	"Female"	"F"	204
	"2010"	"2010"	"Other Biliary"	"21090"	"Male"	"M"	240
	"2010"	"2010"	"Pancreas"	"21100"	"Female"	"F"	1560
	"2010"	"2010"	"Pancreas"	"21100"	"Male"	"M"	1450
	"2010"	"2010"	"Retroperitoneum"	"21110"	"Female"	"F"	38
	"2010"	"2010"	"Retroperitoneum"	"21110"	"Male"	"M"	47
	"2010"	"2010"	"Peritoneum, Omentum and Mesentery"	"21120"	"Female"	"F"	114
	"2010"	"2010"	"Other Digestive Organs"	"21130"	"Female"	"F"	44
	"2010"	"2010"	"Other Digestive Organs"	"21130"	"Male"	"M"	33
	"2010"	"2010"	"Respiratory System"	"22010-22060"	"Female"	"F"	6939
	"2010"	"2010"	"Respiratory System"	"22010-22060"	"Male"	"M"	7515
	"2010"	"2010"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Female"	"F"	52
	"2010"	"2010"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Male"	"M"	89
	"2010"	"2010"	"Larynx"	"22020"	"Female"	"F"	164
	"2010"	"2010"	"Larynx"	"22020"	"Male"	"M"	622
	"2010"	"2010"	"Lung and Bronchus"	"22030"	"Female"	"F"	6707
	"2010"	"2010"	"Lung and Bronchus"	"22030"	"Male"	"M"	6769
	"2010"	"2010"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Male"	"M"	29
	"2010"	"2010"	"Bones and Joints"	"23000"	"Female"	"F"	88
	"2010"	"2010"	"Bones and Joints"	"23000"	"Male"	"M"	98
	"2010"	"2010"	"Soft Tissue including Heart"	"24000"	"Female"	"F"	346
	"2010"	"2010"	"Soft Tissue including Heart"	"24000"	"Male"	"M"	396
	"2010"	"2010"	"Skin excluding Basal and Squamous"	"25010-25020"	"Female"	"F"	1718
	"2010"	"2010"	"Skin excluding Basal and Squamous"	"25010-25020"	"Male"	"M"	2186
	"2010"	"2010"	"Melanoma of the Skin"	"25010"	"Female"	"F"	1553
	"2010"	"2010"	"Melanoma of the Skin"	"25010"	"Male"	"M"	1999
	"2010"	"2010"	"Other Non-Epithelial Skin"	"25020"	"Female"	"F"	165
	"2010"	"2010"	"Other Non-Epithelial Skin"	"25020"	"Male"	"M"	187
	"2010"	"2010"	"Male and Female Breast"	"26000"	"Female"	"F"	14524
	"2010"	"2010"	"Male and Female Breast"	"26000"	"Male"	"M"	135
	"2010"	"2010"	"Female Breast"	"26000-Female"	"Female"	"F"	14524
	"2010"	"2010"	"Female Breast"	"26000-Female"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Male Breast"	"26000-Male"	"Female"	"F"	Not Applicable
	"2010"	"2010"	"Male Breast"	"26000-Male"	"Male"	"M"	135
	"2010"	"2010"	"Female Genital System"	"27010-27070"	"Female"	"F"	6502
	"2010"	"2010"	"Female Genital System"	"27010-27070"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Cervix Uteri"	"27010"	"Female"	"F"	863
	"2010"	"2010"	"Cervix Uteri"	"27010"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Corpus Uteri"	"27020"	"Female"	"F"	3496
	"2010"	"2010"	"Corpus Uteri"	"27020"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Uterus, NOS"	"27030"	"Female"	"F"	103
	"2010"	"2010"	"Uterus, NOS"	"27030"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Ovary"	"27040"	"Female"	"F"	1524
	"2010"	"2010"	"Ovary"	"27040"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Vagina"	"27050"	"Female"	"F"	88
	"2010"	"2010"	"Vagina"	"27050"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Vulva"	"27060"	"Female"	"F"	286
	"2010"	"2010"	"Vulva"	"27060"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Other Female Genital Organs"	"27070"	"Female"	"F"	142
	"2010"	"2010"	"Other Female Genital Organs"	"27070"	"Male"	"M"	Not Applicable
	"2010"	"2010"	"Male Genital System"	"28010-28040"	"Female"	"F"	Not Applicable
	"2010"	"2010"	"Male Genital System"	"28010-28040"	"Male"	"M"	15763
	"2010"	"2010"	"Prostate"	"28010"	"Female"	"F"	Not Applicable
	"2010"	"2010"	"Prostate"	"28010"	"Male"	"M"	15100
	"2010"	"2010"	"Testis"	"28020"	"Female"	"F"	Not Applicable
	"2010"	"2010"	"Testis"	"28020"	"Male"	"M"	556
	"2010"	"2010"	"Penis"	"28030"	"Female"	"F"	Not Applicable
	"2010"	"2010"	"Penis"	"28030"	"Male"	"M"	89
	"2010"	"2010"	"Other Male Genital Organs"	"28040"	"Female"	"F"	Not Applicable
	"2010"	"2010"	"Other Male Genital Organs"	"28040"	"Male"	"M"	18
	"2010"	"2010"	"Urinary System"	"29010-29040"	"Female"	"F"	2577
	"2010"	"2010"	"Urinary System"	"29010-29040"	"Male"	"M"	6029
	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	"Female"	"F"	1216
	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	"Male"	"M"	3689
	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	1283
	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	2194
	"2010"	"2010"	"Ureter"	"29030"	"Female"	"F"	48
	"2010"	"2010"	"Ureter"	"29030"	"Male"	"M"	89
	"2010"	"2010"	"Other Urinary Organs"	"29040"	"Female"	"F"	30
	"2010"	"2010"	"Other Urinary Organs"	"29040"	"Male"	"M"	57
	"2010"	"2010"	"Eye and Orbit"	"30000"	"Female"	"F"	103
	"2010"	"2010"	"Eye and Orbit"	"30000"	"Male"	"M"	98
	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	"Female"	"F"	607
	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	"Male"	"M"	731
	"2010"	"2010"	"Brain"	"31010"	"Female"	"F"	561
	"2010"	"2010"	"Brain"	"31010"	"Male"	"M"	686
	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	"Female"	"F"	46
	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	"Male"	"M"	45
	"2010"	"2010"	"Endocrine System"	"32010-32020"	"Female"	"F"	2933
	"2010"	"2010"	"Endocrine System"	"32010-32020"	"Male"	"M"	984
	"2010"	"2010"	"Thyroid"	"32010"	"Female"	"F"	2819
	"2010"	"2010"	"Thyroid"	"32010"	"Male"	"M"	892
	"2010"	"2010"	"Other Endocrine including Thymus"	"32020"	"Female"	"F"	114
	"2010"	"2010"	"Other Endocrine including Thymus"	"32020"	"Male"	"M"	92
	"2010"	"2010"	"Lymphomas"	"33011-33042"	"Female"	"F"	2480
	"2010"	"2010"	"Lymphomas"	"33011-33042"	"Male"	"M"	2827
	"2010"	"2010"	"Hodgkin Lymphoma"	"33011-33012"	"Female"	"F"	287
	"2010"	"2010"	"Hodgkin Lymphoma"	"33011-33012"	"Male"	"M"	368
	"2010"	"2010"	"Hodgkin - Nodal"	"33011"	"Female"	"F"	287
	"2010"	"2010"	"Hodgkin - Nodal"	"33011"	"Male"	"M"	364
	"2010"	"2010"	"Hodgkin - Extranodal"	"33012"	"Female"	"F"	0
	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	"Female"	"F"	2193
	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	"Male"	"M"	2459
	"2010"	"2010"	"NHL - Nodal"	"33041"	"Female"	"F"	1441
	"2010"	"2010"	"NHL - Nodal"	"33041"	"Male"	"M"	1611
	"2010"	"2010"	"NHL - Extranodal"	"33042"	"Female"	"F"	752
