"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2005"	"2005"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	50587
	"2005"	"2005"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	51258
	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	661
	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1317
	"2005"	"2005"	"Lip"	"20010"	"Female"	"F"	25
	"2005"	"2005"	"Lip"	"20010"	"Male"	"M"	48
	"2005"	"2005"	"Tongue"	"20020"	"Female"	"F"	153
	"2005"	"2005"	"Tongue"	"20020"	"Male"	"M"	334
	"2005"	"2005"	"Salivary Gland"	"20030"	"Female"	"F"	109
	"2005"	"2005"	"Salivary Gland"	"20030"	"Male"	"M"	143
	"2005"	"2005"	"Floor of Mouth"	"20040"	"Female"	"F"	34
	"2005"	"2005"	"Floor of Mouth"	"20040"	"Male"	"M"	90
	"2005"	"2005"	"Gum and Other Mouth"	"20050"	"Female"	"F"	145
	"2005"	"2005"	"Gum and Other Mouth"	"20050"	"Male"	"M"	161
	"2005"	"2005"	"Nasopharynx"	"20060"	"Female"	"F"	57
	"2005"	"2005"	"Nasopharynx"	"20060"	"Male"	"M"	114
	"2005"	"2005"	"Tonsil"	"20070"	"Female"	"F"	62
	"2005"	"2005"	"Tonsil"	"20070"	"Male"	"M"	233
	"2005"	"2005"	"Oropharynx"	"20080"	"Female"	"F"	29
	"2005"	"2005"	"Oropharynx"	"20080"	"Male"	"M"	73
	"2005"	"2005"	"Hypopharynx"	"20090"	"Female"	"F"	31
	"2005"	"2005"	"Hypopharynx"	"20090"	"Male"	"M"	104
	"2005"	"2005"	"Other Oral Cavity and Pharynx"	"20100"	"Female"	"F"	16
	"2005"	"2005"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	17
	"2005"	"2005"	"Digestive System"	"21010-21130"	"Female"	"F"	9193
	"2005"	"2005"	"Digestive System"	"21010-21130"	"Male"	"M"	10174
	"2005"	"2005"	"Esophagus"	"21010"	"Female"	"F"	302
	"2005"	"2005"	"Esophagus"	"21010"	"Male"	"M"	789
	"2005"	"2005"	"Stomach"	"21020"	"Female"	"F"	810
	"2005"	"2005"	"Stomach"	"21020"	"Male"	"M"	1119
	"2005"	"2005"	"Small Intestine"	"21030"	"Female"	"F"	213
	"2005"	"2005"	"Small Intestine"	"21030"	"Male"	"M"	212
	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	5233
	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	5123
	"2005"	"2005"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3987
	"2005"	"2005"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3606
	"2005"	"2005"	"Cecum"	"21041"	"Female"	"F"	959
	"2005"	"2005"	"Cecum"	"21041"	"Male"	"M"	707
	"2005"	"2005"	"Appendix"	"21042"	"Female"	"F"	79
	"2005"	"2005"	"Appendix"	"21042"	"Male"	"M"	57
	"2005"	"2005"	"Ascending Colon"	"21043"	"Female"	"F"	728
	"2005"	"2005"	"Ascending Colon"	"21043"	"Male"	"M"	649
	"2005"	"2005"	"Hepatic Flexure"	"21044"	"Female"	"F"	164
	"2005"	"2005"	"Hepatic Flexure"	"21044"	"Male"	"M"	158
	"2005"	"2005"	"Transverse Colon"	"21045"	"Female"	"F"	359
	"2005"	"2005"	"Transverse Colon"	"21045"	"Male"	"M"	292
	"2005"	"2005"	"Splenic Flexure"	"21046"	"Female"	"F"	131
	"2005"	"2005"	"Splenic Flexure"	"21046"	"Male"	"M"	132
	"2005"	"2005"	"Descending Colon"	"21047"	"Female"	"F"	238
	"2005"	"2005"	"Descending Colon"	"21047"	"Male"	"M"	236
	"2005"	"2005"	"Sigmoid Colon"	"21048"	"Female"	"F"	995
	"2005"	"2005"	"Sigmoid Colon"	"21048"	"Male"	"M"	1072
