"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2007"	"2007"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	51951
	"2007"	"2007"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	54685
	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	715
	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1517
	"2007"	"2007"	"Lip"	"20010"	"Female"	"F"	32
	"2007"	"2007"	"Lip"	"20010"	"Male"	"M"	57
	"2007"	"2007"	"Tongue"	"20020"	"Female"	"F"	191
	"2007"	"2007"	"Tongue"	"20020"	"Male"	"M"	447
	"2007"	"2007"	"Salivary Gland"	"20030"	"Female"	"F"	114
	"2007"	"2007"	"Salivary Gland"	"20030"	"Male"	"M"	150
	"2007"	"2007"	"Floor of Mouth"	"20040"	"Female"	"F"	28
	"2007"	"2007"	"Floor of Mouth"	"20040"	"Male"	"M"	94
	"2007"	"2007"	"Gum and Other Mouth"	"20050"	"Female"	"F"	171
	"2007"	"2007"	"Gum and Other Mouth"	"20050"	"Male"	"M"	174
	"2007"	"2007"	"Nasopharynx"	"20060"	"Female"	"F"	46
	"2007"	"2007"	"Nasopharynx"	"20060"	"Male"	"M"	100
	"2007"	"2007"	"Tonsil"	"20070"	"Female"	"F"	65
	"2007"	"2007"	"Tonsil"	"20070"	"Male"	"M"	274
	"2007"	"2007"	"Oropharynx"	"20080"	"Female"	"F"	23
	"2007"	"2007"	"Oropharynx"	"20080"	"Male"	"M"	79
	"2007"	"2007"	"Hypopharynx"	"20090"	"Female"	"F"	32
	"2007"	"2007"	"Hypopharynx"	"20090"	"Male"	"M"	121
	"2007"	"2007"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	21
	"2007"	"2007"	"Digestive System"	"21010-21130"	"Female"	"F"	9199
	"2007"	"2007"	"Digestive System"	"21010-21130"	"Male"	"M"	10359
