"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2012"	"2012"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	54218
	"2012"	"2012"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	53686
	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	787
	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1599
	"2012"	"2012"	"Lip"	"20010"	"Female"	"F"	31
	"2012"	"2012"	"Lip"	"20010"	"Male"	"M"	63
	"2012"	"2012"	"Tongue"	"20020"	"Female"	"F"	226
	"2012"	"2012"	"Tongue"	"20020"	"Male"	"M"	492
	"2012"	"2012"	"Salivary Gland"	"20030"	"Female"	"F"	148
	"2012"	"2012"	"Salivary Gland"	"20030"	"Male"	"M"	158
	"2012"	"2012"	"Floor of Mouth"	"20040"	"Female"	"F"	41
	"2012"	"2012"	"Floor of Mouth"	"20040"	"Male"	"M"	79
	"2012"	"2012"	"Gum and Other Mouth"	"20050"	"Female"	"F"	164
	"2012"	"2012"	"Gum and Other Mouth"	"20050"	"Male"	"M"	170
	"2012"	"2012"	"Nasopharynx"	"20060"	"Female"	"F"	41
	"2012"	"2012"	"Nasopharynx"	"20060"	"Male"	"M"	122
	"2012"	"2012"	"Tonsil"	"20070"	"Female"	"F"	79
	"2012"	"2012"	"Tonsil"	"20070"	"Male"	"M"	293
	"2012"	"2012"	"Oropharynx"	"20080"	"Female"	"F"	27
	"2012"	"2012"	"Oropharynx"	"20080"	"Male"	"M"	95
	"2012"	"2012"	"Hypopharynx"	"20090"	"Female"	"F"	24
	"2012"	"2012"	"Hypopharynx"	"20090"	"Male"	"M"	103
	"2012"	"2012"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	24
	"2012"	"2012"	"Digestive System"	"21010-21130"	"Female"	"F"	8602
	"2012"	"2012"	"Digestive System"	"21010-21130"	"Male"	"M"	10310
	"2012"	"2012"	"Esophagus"	"21010"	"Female"	"F"	225
	"2012"	"2012"	"Esophagus"	"21010"	"Male"	"M"	747
	"2012"	"2012"	"Stomach"	"21020"	"Female"	"F"	784
	"2012"	"2012"	"Stomach"	"21020"	"Male"	"M"	1165
	"2012"	"2012"	"Small Intestine"	"21030"	"Female"	"F"	252
	"2012"	"2012"	"Small Intestine"	"21030"	"Male"	"M"	259
	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4300
	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4495
	"2012"	"2012"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3267
	"2012"	"2012"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3054
	"2012"	"2012"	"Cecum"	"21041"	"Female"	"F"	748
	"2012"	"2012"	"Cecum"	"21041"	"Male"	"M"	528
	"2012"	"2012"	"Appendix"	"21042"	"Female"	"F"	119
	"2012"	"2012"	"Appendix"	"21042"	"Male"	"M"	85
	"2012"	"2012"	"Ascending Colon"	"21043"	"Female"	"F"	670
	"2012"	"2012"	"Ascending Colon"	"21043"	"Male"	"M"	596
	"2012"	"2012"	"Hepatic Flexure"	"21044"	"Female"	"F"	142
	"2012"	"2012"	"Hepatic Flexure"	"21044"	"Male"	"M"	154
	"2012"	"2012"	"Transverse Colon"	"21045"	"Female"	"F"	312
	"2012"	"2012"	"Transverse Colon"	"21045"	"Male"	"M"	251
	"2012"	"2012"	"Splenic Flexure"	"21046"	"Female"	"F"	73
	"2012"	"2012"	"Splenic Flexure"	"21046"	"Male"	"M"	119
	"2012"	"2012"	"Descending Colon"	"21047"	"Female"	"F"	204
	"2012"	"2012"	"Descending Colon"	"21047"	"Male"	"M"	223
	"2012"	"2012"	"Sigmoid Colon"	"21048"	"Female"	"F"	744
	"2012"	"2012"	"Sigmoid Colon"	"21048"	"Male"	"M"	855
	"2012"	"2012"	"Large Intestine, NOS"	"21049"	"Female"	"F"	255
	"2012"	"2012"	"Large Intestine, NOS"	"21049"	"Male"	"M"	243
	"2012"	"2012"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Female"	"F"	1033
	"2012"	"2012"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Male"	"M"	1441
	"2012"	"2012"	"Rectosigmoid Junction"	"21051"	"Female"	"F"	286
	"2012"	"2012"	"Rectosigmoid Junction"	"21051"	"Male"	"M"	383
	"2012"	"2012"	"Rectum"	"21052"	"Female"	"F"	747
	"2012"	"2012"	"Rectum"	"21052"	"Male"	"M"	1058
	"2012"	"2012"	"Anus, Anal Canal and Anorectum"	"21060"	"Female"	"F"	246
	"2012"	"2012"	"Anus, Anal Canal and Anorectum"	"21060"	"Male"	"M"	178
	"2012"	"2012"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Female"	"F"	564
	"2012"	"2012"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Male"	"M"	1474
	"2012"	"2012"	"Liver"	"21071"	"Female"	"F"	434
	"2012"	"2012"	"Liver"	"21071"	"Male"	"M"	1354
	"2012"	"2012"	"Intrahepatic Bile Duct"	"21072"	"Female"	"F"	130
	"2012"	"2012"	"Intrahepatic Bile Duct"	"21072"	"Male"	"M"	120
	"2012"	"2012"	"Gallbladder"	"21080"	"Female"	"F"	216
	"2012"	"2012"	"Gallbladder"	"21080"	"Male"	"M"	98
	"2012"	"2012"	"Other Biliary"	"21090"	"Female"	"F"	208
	"2012"	"2012"	"Other Biliary"	"21090"	"Male"	"M"	226
	"2012"	"2012"	"Pancreas"	"21100"	"Female"	"F"	1587
	"2012"	"2012"	"Pancreas"	"21100"	"Male"	"M"	1548
	"2012"	"2012"	"Retroperitoneum"	"21110"	"Female"	"F"	69
	"2012"	"2012"	"Retroperitoneum"	"21110"	"Male"	"M"	48
	"2012"	"2012"	"Peritoneum, Omentum and Mesentery"	"21120"	"Female"	"F"	106
	"2012"	"2012"	"Other Digestive Organs"	"21130"	"Female"	"F"	45
	"2012"	"2012"	"Other Digestive Organs"	"21130"	"Male"	"M"	65
	"2012"	"2012"	"Respiratory System"	"22010-22060"	"Female"	"F"	7098
	"2012"	"2012"	"Respiratory System"	"22010-22060"	"Male"	"M"	7562
	"2012"	"2012"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Female"	"F"	61
	"2012"	"2012"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Male"	"M"	87
	"2012"	"2012"	"Larynx"	"22020"	"Female"	"F"	165
	"2012"	"2012"	"Larynx"	"22020"	"Male"	"M"	622
	"2012"	"2012"	"Lung and Bronchus"	"22030"	"Female"	"F"	6854
	"2012"	"2012"	"Lung and Bronchus"	"22030"	"Male"	"M"	6821
	"2012"	"2012"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Male"	"M"	27
	"2012"	"2012"	"Bones and Joints"	"23000"	"Female"	"F"	95
	"2012"	"2012"	"Bones and Joints"	"23000"	"Male"	"M"	119
	"2012"	"2012"	"Soft Tissue including Heart"	"24000"	"Female"	"F"	321
	"2012"	"2012"	"Soft Tissue including Heart"	"24000"	"Male"	"M"	408
	"2012"	"2012"	"Skin excluding Basal and Squamous"	"25010-25020"	"Female"	"F"	1843
	"2012"	"2012"	"Skin excluding Basal and Squamous"	"25010-25020"	"Male"	"M"	2364
	"2012"	"2012"	"Melanoma of the Skin"	"25010"	"Female"	"F"	1684
	"2012"	"2012"	"Melanoma of the Skin"	"25010"	"Male"	"M"	2150
	"2012"	"2012"	"Other Non-Epithelial Skin"	"25020"	"Female"	"F"	159
	"2012"	"2012"	"Other Non-Epithelial Skin"	"25020"	"Male"	"M"	214
	"2012"	"2012"	"Male and Female Breast"	"26000"	"Female"	"F"	15111
	"2012"	"2012"	"Male and Female Breast"	"26000"	"Male"	"M"	149
	"2012"	"2012"	"Female Breast"	"26000-Female"	"Female"	"F"	15111
	"2012"	"2012"	"Female Breast"	"26000-Female"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Male Breast"	"26000-Male"	"Female"	"F"	Not Applicable
	"2012"	"2012"	"Male Breast"	"26000-Male"	"Male"	"M"	149
	"2012"	"2012"	"Female Genital System"	"27010-27070"	"Female"	"F"	6764
	"2012"	"2012"	"Female Genital System"	"27010-27070"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Cervix Uteri"	"27010"	"Female"	"F"	850
	"2012"	"2012"	"Cervix Uteri"	"27010"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Corpus Uteri"	"27020"	"Female"	"F"	3745
	"2012"	"2012"	"Corpus Uteri"	"27020"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Uterus, NOS"	"27030"	"Female"	"F"	95
	"2012"	"2012"	"Uterus, NOS"	"27030"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Ovary"	"27040"	"Female"	"F"	1476
	"2012"	"2012"	"Ovary"	"27040"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Vagina"	"27050"	"Female"	"F"	83
	"2012"	"2012"	"Vagina"	"27050"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Vulva"	"27060"	"Female"	"F"	310
	"2012"	"2012"	"Vulva"	"27060"	"Male"	"M"	Not Applicable
	"2012"	"2012"	"Other Female Genital Organs"	"27070"	"Female"	"F"	205
