"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2011"	"2011"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	54789
	"2011"	"2011"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	55977
	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	719
	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1633
	"2011"	"2011"	"Lip"	"20010"	"Female"	"F"	21
	"2011"	"2011"	"Lip"	"20010"	"Male"	"M"	53
	"2011"	"2011"	"Tongue"	"20020"	"Female"	"F"	194
	"2011"	"2011"	"Tongue"	"20020"	"Male"	"M"	499
	"2011"	"2011"	"Salivary Gland"	"20030"	"Female"	"F"	122
	"2011"	"2011"	"Salivary Gland"	"20030"	"Male"	"M"	143
	"2011"	"2011"	"Floor of Mouth"	"20040"	"Female"	"F"	41
	"2011"	"2011"	"Floor of Mouth"	"20040"	"Male"	"M"	83
	"2011"	"2011"	"Gum and Other Mouth"	"20050"	"Female"	"F"	160
	"2011"	"2011"	"Gum and Other Mouth"	"20050"	"Male"	"M"	208
	"2011"	"2011"	"Nasopharynx"	"20060"	"Female"	"F"	46
	"2011"	"2011"	"Nasopharynx"	"20060"	"Male"	"M"	109
	"2011"	"2011"	"Tonsil"	"20070"	"Female"	"F"	71
	"2011"	"2011"	"Tonsil"	"20070"	"Male"	"M"	313
	"2011"	"2011"	"Oropharynx"	"20080"	"Female"	"F"	29
	"2011"	"2011"	"Oropharynx"	"20080"	"Male"	"M"	82
	"2011"	"2011"	"Hypopharynx"	"20090"	"Female"	"F"	25
	"2011"	"2011"	"Hypopharynx"	"20090"	"Male"	"M"	125
	"2011"	"2011"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	18
	"2011"	"2011"	"Digestive System"	"21010-21130"	"Female"	"F"	8913
	"2011"	"2011"	"Digestive System"	"21010-21130"	"Male"	"M"	10212
	"2011"	"2011"	"Esophagus"	"21010"	"Female"	"F"	268
	"2011"	"2011"	"Esophagus"	"21010"	"Male"	"M"	772
	"2011"	"2011"	"Stomach"	"21020"	"Female"	"F"	784
	"2011"	"2011"	"Stomach"	"21020"	"Male"	"M"	1136
	"2011"	"2011"	"Small Intestine"	"21030"	"Female"	"F"	261
	"2011"	"2011"	"Small Intestine"	"21030"	"Male"	"M"	275
	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4624
	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4550
	"2011"	"2011"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3437
	"2011"	"2011"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3111
	"2011"	"2011"	"Cecum"	"21041"	"Female"	"F"	809
	"2011"	"2011"	"Cecum"	"21041"	"Male"	"M"	606
	"2011"	"2011"	"Appendix"	"21042"	"Female"	"F"	114
	"2011"	"2011"	"Appendix"	"21042"	"Male"	"M"	83
	"2011"	"2011"	"Ascending Colon"	"21043"	"Female"	"F"	713
	"2011"	"2011"	"Ascending Colon"	"21043"	"Male"	"M"	617
	"2011"	"2011"	"Hepatic Flexure"	"21044"	"Female"	"F"	157
	"2011"	"2011"	"Hepatic Flexure"	"21044"	"Male"	"M"	137
	"2011"	"2011"	"Transverse Colon"	"21045"	"Female"	"F"	296
	"2011"	"2011"	"Transverse Colon"	"21045"	"Male"	"M"	292
	"2011"	"2011"	"Splenic Flexure"	"21046"	"Female"	"F"	102
	"2011"	"2011"	"Splenic Flexure"	"21046"	"Male"	"M"	98
	"2011"	"2011"	"Descending Colon"	"21047"	"Female"	"F"	191
