"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"1999"	"1999"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	47533
	"1999"	"1999"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	46858
	"1999"	"1999"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	605
	"1999"	"1999"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1322
	"1999"	"1999"	"Lip"	"20010"	"Female"	"F"	21
	"1999"	"1999"	"Lip"	"20010"	"Male"	"M"	59
	"1999"	"1999"	"Tongue"	"20020"	"Female"	"F"	139
	"1999"	"1999"	"Tongue"	"20020"	"Male"	"M"	316
	"1999"	"1999"	"Salivary Gland"	"20030"	"Female"	"F"	85
	"1999"	"1999"	"Salivary Gland"	"20030"	"Male"	"M"	141
	"1999"	"1999"	"Floor of Mouth"	"20040"	"Female"	"F"	44
	"1999"	"1999"	"Floor of Mouth"	"20040"	"Male"	"M"	109
	"1999"	"1999"	"Gum and Other Mouth"	"20050"	"Female"	"F"	136
	"1999"	"1999"	"Gum and Other Mouth"	"20050"	"Male"	"M"	181
	"1999"	"1999"	"Nasopharynx"	"20060"	"Female"	"F"	47
	"1999"	"1999"	"Nasopharynx"	"20060"	"Male"	"M"	111
	"1999"	"1999"	"Tonsil"	"20070"	"Female"	"F"	49
	"1999"	"1999"	"Tonsil"	"20070"	"Male"	"M"	165
	"1999"	"1999"	"Oropharynx"	"20080"	"Female"	"F"	30
	"1999"	"1999"	"Oropharynx"	"20080"	"Male"	"M"	80
	"1999"	"1999"	"Hypopharynx"	"20090"	"Female"	"F"	35
	"1999"	"1999"	"Hypopharynx"	"20090"	"Male"	"M"	109
	"1999"	"1999"	"Other Oral Cavity and Pharynx"	"20100"	"Female"	"F"	19
	"1999"	"1999"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	51
	"1999"	"1999"	"Digestive System"	"21010-21130"	"Female"	"F"	9677
	"1999"	"1999"	"Digestive System"	"21010-21130"	"Male"	"M"	10106
	"1999"	"1999"	"Esophagus"	"21010"	"Female"	"F"	262
	"1999"	"1999"	"Esophagus"	"21010"	"Male"	"M"	702
	"1999"	"1999"	"Stomach"	"21020"	"Female"	"F"	763
	"1999"	"1999"	"Stomach"	"21020"	"Male"	"M"	1177
	"1999"	"1999"	"Small Intestine"	"21030"	"Female"	"F"	158
	"1999"	"1999"	"Small Intestine"	"21030"	"Male"	"M"	171
	"1999"	"1999"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	6092
	"1999"	"1999"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	5732
