"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2001"	"2001"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	48763
	"2001"	"2001"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	49336
	"2001"	"2001"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	660
	"2001"	"2001"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1243
	"2001"	"2001"	"Lip"	"20010"	"Female"	"F"	32
	"2001"	"2001"	"Lip"	"20010"	"Male"	"M"	58
	"2001"	"2001"	"Tongue"	"20020"	"Female"	"F"	159
	"2001"	"2001"	"Tongue"	"20020"	"Male"	"M"	315
	"2001"	"2001"	"Salivary Gland"	"20030"	"Female"	"F"	115
	"2001"	"2001"	"Salivary Gland"	"20030"	"Male"	"M"	150
	"2001"	"2001"	"Floor of Mouth"	"20040"	"Female"	"F"	32
	"2001"	"2001"	"Floor of Mouth"	"20040"	"Male"	"M"	99
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Female"	"F"	148
	"2001"	"2001"	"Gum and Other Mouth"	"20050"	"Male"	"M"	139
	"2001"	"2001"	"Nasopharynx"	"20060"	"Female"	"F"	52
	"2001"	"2001"	"Nasopharynx"	"20060"	"Male"	"M"	91
	"2001"	"2001"	"Tonsil"	"20070"	"Female"	"F"	51
	"2001"	"2001"	"Tonsil"	"20070"	"Male"	"M"	184
	"2001"	"2001"	"Oropharynx"	"20080"	"Female"	"F"	30
	"2001"	"2001"	"Oropharynx"	"20080"	"Male"	"M"	65
	"2001"	"2001"	"Hypopharynx"	"20090"	"Female"	"F"	27
	"2001"	"2001"	"Hypopharynx"	"20090"	"Male"	"M"	99
	"2001"	"2001"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	43
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Female"	"F"	9479
	"2001"	"2001"	"Digestive System"	"21010-21130"	"Male"	"M"	10036
	"2001"	"2001"	"Esophagus"	"21010"	"Female"	"F"	258
	"2001"	"2001"	"Esophagus"	"21010"	"Male"	"M"	686
	"2001"	"2001"	"Stomach"	"21020"	"Female"	"F"	785
	"2001"	"2001"	"Stomach"	"21020"	"Male"	"M"	1131
	"2001"	"2001"	"Small Intestine"	"21030"	"Female"	"F"	161
	"2001"	"2001"	"Small Intestine"	"21030"	"Male"	"M"	178
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	5800
	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	5596
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	4378
	"2001"	"2001"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3929
	"2001"	"2001"	"Cecum"	"21041"	"Female"	"F"	960
	"2001"	"2001"	"Cecum"	"21041"	"Male"	"M"	687
	"2001"	"2001"	"Appendix"	"21042"	"Female"	"F"	50
	"2001"	"2001"	"Appendix"	"21042"	"Male"	"M"	47
	"2001"	"2001"	"Ascending Colon"	"21043"	"Female"	"F"	845
	"2001"	"2001"	"Ascending Colon"	"21043"	"Male"	"M"	677
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Female"	"F"	206
	"2001"	"2001"	"Hepatic Flexure"	"21044"	"Male"	"M"	183
	"2001"	"2001"	"Transverse Colon"	"21045"	"Female"	"F"	367
	"2001"	"2001"	"Transverse Colon"	"21045"	"Male"	"M"	320
	"2001"	"2001"	"Splenic Flexure"	"21046"	"Female"	"F"	130
	"2001"	"2001"	"Splenic Flexure"	"21046"	"Male"	"M"	123
	"2001"	"2001"	"Descending Colon"	"21047"	"Female"	"F"	253
	"2001"	"2001"	"Descending Colon"	"21047"	"Male"	"M"	251
	"2001"	"2001"	"Sigmoid Colon"	"21048"	"Female"	"F"	1147
	"2001"	"2001"	"Sigmoid Colon"	"21048"	"Male"	"M"	1248
	"2001"	"2001"	"Large Intestine, NOS"	"21049"	"Female"	"F"	420
	"2001"	"2001"	"Large Intestine, NOS"	"21049"	"Male"	"M"	393
