"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2014"	"2014"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	56251
	"2014"	"2014"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	54251
	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	841
	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1693
	"2014"	"2014"	"Lip"	"20010"	"Female"	"F"	41
	"2014"	"2014"	"Lip"	"20010"	"Male"	"M"	62
	"2014"	"2014"	"Tongue"	"20020"	"Female"	"F"	228
	"2014"	"2014"	"Tongue"	"20020"	"Male"	"M"	491
	"2014"	"2014"	"Salivary Gland"	"20030"	"Female"	"F"	153
	"2014"	"2014"	"Salivary Gland"	"20030"	"Male"	"M"	166
	"2014"	"2014"	"Floor of Mouth"	"20040"	"Female"	"F"	34
	"2014"	"2014"	"Floor of Mouth"	"20040"	"Male"	"M"	81
	"2014"	"2014"	"Gum and Other Mouth"	"20050"	"Female"	"F"	176
	"2014"	"2014"	"Gum and Other Mouth"	"20050"	"Male"	"M"	185
	"2014"	"2014"	"Nasopharynx"	"20060"	"Female"	"F"	48
	"2014"	"2014"	"Nasopharynx"	"20060"	"Male"	"M"	124
	"2014"	"2014"	"Tonsil"	"20070"	"Female"	"F"	94
	"2014"	"2014"	"Tonsil"	"20070"	"Male"	"M"	362
	"2014"	"2014"	"Oropharynx"	"20080"	"Female"	"F"	38
	"2014"	"2014"	"Oropharynx"	"20080"	"Male"	"M"	96
	"2014"	"2014"	"Hypopharynx"	"20090"	"Female"	"F"	20
	"2014"	"2014"	"Hypopharynx"	"20090"	"Male"	"M"	102
	"2014"	"2014"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	24
	"2014"	"2014"	"Digestive System"	"21010-21130"	"Female"	"F"	8965
	"2014"	"2014"	"Digestive System"	"21010-21130"	"Male"	"M"	10817
	"2014"	"2014"	"Esophagus"	"21010"	"Female"	"F"	262
	"2014"	"2014"	"Esophagus"	"21010"	"Male"	"M"	818
	"2014"	"2014"	"Stomach"	"21020"	"Female"	"F"	732
	"2014"	"2014"	"Stomach"	"21020"	"Male"	"M"	1227
	"2014"	"2014"	"Small Intestine"	"21030"	"Female"	"F"	292
	"2014"	"2014"	"Small Intestine"	"21030"	"Male"	"M"	305
	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4419
	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4604
	"2014"	"2014"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3301
	"2014"	"2014"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3109
	"2014"	"2014"	"Cecum"	"21041"	"Female"	"F"	725
	"2014"	"2014"	"Cecum"	"21041"	"Male"	"M"	566
	"2014"	"2014"	"Appendix"	"21042"	"Female"	"F"	183
	"2014"	"2014"	"Appendix"	"21042"	"Male"	"M"	108
	"2014"	"2014"	"Ascending Colon"	"21043"	"Female"	"F"	677
	"2014"	"2014"	"Ascending Colon"	"21043"	"Male"	"M"	558
	"2014"	"2014"	"Hepatic Flexure"	"21044"	"Female"	"F"	147
	"2014"	"2014"	"Hepatic Flexure"	"21044"	"Male"	"M"	136
	"2014"	"2014"	"Transverse Colon"	"21045"	"Female"	"F"	318
