"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2000"	"2000"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	48340
	"2000"	"2000"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	48800
	"2000"	"2000"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	633
	"2000"	"2000"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1208
	"2000"	"2000"	"Lip"	"20010"	"Female"	"F"	22
	"2000"	"2000"	"Lip"	"20010"	"Male"	"M"	64
	"2000"	"2000"	"Tongue"	"20020"	"Female"	"F"	162
	"2000"	"2000"	"Tongue"	"20020"	"Male"	"M"	316
	"2000"	"2000"	"Salivary Gland"	"20030"	"Female"	"F"	104
	"2000"	"2000"	"Salivary Gland"	"20030"	"Male"	"M"	124
	"2000"	"2000"	"Floor of Mouth"	"20040"	"Female"	"F"	45
	"2000"	"2000"	"Floor of Mouth"	"20040"	"Male"	"M"	88
	"2000"	"2000"	"Gum and Other Mouth"	"20050"	"Female"	"F"	120
	"2000"	"2000"	"Gum and Other Mouth"	"20050"	"Male"	"M"	177
	"2000"	"2000"	"Nasopharynx"	"20060"	"Female"	"F"	51
	"2000"	"2000"	"Nasopharynx"	"20060"	"Male"	"M"	95
	"2000"	"2000"	"Tonsil"	"20070"	"Female"	"F"	56
	"2000"	"2000"	"Tonsil"	"20070"	"Male"	"M"	146
	"2000"	"2000"	"Oropharynx"	"20080"	"Female"	"F"	25
	"2000"	"2000"	"Oropharynx"	"20080"	"Male"	"M"	56
	"2000"	"2000"	"Hypopharynx"	"20090"	"Female"	"F"	30
	"2000"	"2000"	"Hypopharynx"	"20090"	"Male"	"M"	98
	"2000"	"2000"	"Other Oral Cavity and Pharynx"	"20100"	"Female"	"F"	18
	"2000"	"2000"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	44
	"2000"	"2000"	"Digestive System"	"21010-21130"	"Female"	"F"	9800
	"2000"	"2000"	"Digestive System"	"21010-21130"	"Male"	"M"	10094
	"2000"	"2000"	"Esophagus"	"21010"	"Female"	"F"	315
	"2000"	"2000"	"Esophagus"	"21010"	"Male"	"M"	678
	"2000"	"2000"	"Stomach"	"21020"	"Female"	"F"	832
	"2000"	"2000"	"Stomach"	"21020"	"Male"	"M"	1108
	"2000"	"2000"	"Small Intestine"	"21030"	"Female"	"F"	171
	"2000"	"2000"	"Small Intestine"	"21030"	"Male"	"M"	156
	"2000"	"2000"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	6013
	"2000"	"2000"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	5781
	"2000"	"2000"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	4603
	"2000"	"2000"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	4031
	"2000"	"2000"	"Cecum"	"21041"	"Female"	"F"	1000
	"2000"	"2000"	"Cecum"	"21041"	"Male"	"M"	681
	"2000"	"2000"	"Appendix"	"21042"	"Female"	"F"	58
	"2000"	"2000"	"Appendix"	"21042"	"Male"	"M"	46
	"2000"	"2000"	"Ascending Colon"	"21043"	"Female"	"F"	793
	"2000"	"2000"	"Ascending Colon"	"21043"	"Male"	"M"	624
	"2000"	"2000"	"Hepatic Flexure"	"21044"	"Female"	"F"	203
	"2000"	"2000"	"Hepatic Flexure"	"21044"	"Male"	"M"	195
	"2000"	"2000"	"Transverse Colon"	"21045"	"Female"	"F"	435
	"2000"	"2000"	"Transverse Colon"	"21045"	"Male"	"M"	316
	"2000"	"2000"	"Splenic Flexure"	"21046"	"Female"	"F"	149
	"2000"	"2000"	"Splenic Flexure"	"21046"	"Male"	"M"	147
	"2000"	"2000"	"Descending Colon"	"21047"	"Female"	"F"	250
	"2000"	"2000"	"Descending Colon"	"21047"	"Male"	"M"	266
	"2000"	"2000"	"Sigmoid Colon"	"21048"	"Female"	"F"	1157
	"2000"	"2000"	"Sigmoid Colon"	"21048"	"Male"	"M"	1274
	"2000"	"2000"	"Large Intestine, NOS"	"21049"	"Female"	"F"	558
	"2000"	"2000"	"Large Intestine, NOS"	"21049"	"Male"	"M"	482
	"2000"	"2000"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Female"	"F"	1410
	"2000"	"2000"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Male"	"M"	1750
	"2000"	"2000"	"Rectosigmoid Junction"	"21051"	"Female"	"F"	452
	"2000"	"2000"	"Rectosigmoid Junction"	"21051"	"Male"	"M"	600
	"2000"	"2000"	"Rectum"	"21052"	"Female"	"F"	958
	"2000"	"2000"	"Rectum"	"21052"	"Male"	"M"	1150
	"2000"	"2000"	"Anus, Anal Canal and Anorectum"	"21060"	"Female"	"F"	155
	"2000"	"2000"	"Anus, Anal Canal and Anorectum"	"21060"	"Male"	"M"	105
	"2000"	"2000"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Female"	"F"	398
	"2000"	"2000"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Male"	"M"	806
	"2000"	"2000"	"Liver"	"21071"	"Female"	"F"	329
	"2000"	"2000"	"Liver"	"21071"	"Male"	"M"	736
	"2000"	"2000"	"Intrahepatic Bile Duct"	"21072"	"Female"	"F"	69
	"2000"	"2000"	"Intrahepatic Bile Duct"	"21072"	"Male"	"M"	70
	"2000"	"2000"	"Gallbladder"	"21080"	"Female"	"F"	231
	"2000"	"2000"	"Gallbladder"	"21080"	"Male"	"M"	87
	"2000"	"2000"	"Other Biliary"	"21090"	"Female"	"F"	155
	"2000"	"2000"	"Other Biliary"	"21090"	"Male"	"M"	164
	"2000"	"2000"	"Pancreas"	"21100"	"Female"	"F"	1378
	"2000"	"2000"	"Pancreas"	"21100"	"Male"	"M"	1137
	"2000"	"2000"	"Retroperitoneum"	"21110"	"Female"	"F"	52
	"2000"	"2000"	"Retroperitoneum"	"21110"	"Male"	"M"	41
	"2000"	"2000"	"Peritoneum, Omentum and Mesentery"	"21120"	"Female"	"F"	66
	"2000"	"2000"	"Other Digestive Organs"	"21130"	"Female"	"F"	34
	"2000"	"2000"	"Other Digestive Organs"	"21130"	"Male"	"M"	27
