"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2009"	"2009"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	53848
	"2009"	"2009"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	55190
	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	723
	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1572
	"2009"	"2009"	"Lip"	"20010"	"Female"	"F"	26
	"2009"	"2009"	"Lip"	"20010"	"Male"	"M"	57
	"2009"	"2009"	"Tongue"	"20020"	"Female"	"F"	202
	"2009"	"2009"	"Tongue"	"20020"	"Male"	"M"	488
	"2009"	"2009"	"Salivary Gland"	"20030"	"Female"	"F"	121
	"2009"	"2009"	"Salivary Gland"	"20030"	"Male"	"M"	151
	"2009"	"2009"	"Floor of Mouth"	"20040"	"Female"	"F"	45
	"2009"	"2009"	"Floor of Mouth"	"20040"	"Male"	"M"	71
	"2009"	"2009"	"Gum and Other Mouth"	"20050"	"Female"	"F"	143
	"2009"	"2009"	"Gum and Other Mouth"	"20050"	"Male"	"M"	169
	"2009"	"2009"	"Nasopharynx"	"20060"	"Female"	"F"	45
	"2009"	"2009"	"Nasopharynx"	"20060"	"Male"	"M"	107
	"2009"	"2009"	"Tonsil"	"20070"	"Female"	"F"	75
	"2009"	"2009"	"Tonsil"	"20070"	"Male"	"M"	309
	"2009"	"2009"	"Oropharynx"	"20080"	"Female"	"F"	31
	"2009"	"2009"	"Oropharynx"	"20080"	"Male"	"M"	81
	"2009"	"2009"	"Hypopharynx"	"20090"	"Female"	"F"	32
	"2009"	"2009"	"Hypopharynx"	"20090"	"Male"	"M"	118
	"2009"	"2009"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	21
	"2009"	"2009"	"Digestive System"	"21010-21130"	"Female"	"F"	8925
	"2009"	"2009"	"Digestive System"	"21010-21130"	"Male"	"M"	10267
	"2009"	"2009"	"Esophagus"	"21010"	"Female"	"F"	262
	"2009"	"2009"	"Esophagus"	"21010"	"Male"	"M"	853
	"2009"	"2009"	"Stomach"	"21020"	"Female"	"F"	706
	"2009"	"2009"	"Stomach"	"21020"	"Male"	"M"	1097
	"2009"	"2009"	"Small Intestine"	"21030"	"Female"	"F"	251
	"2009"	"2009"	"Small Intestine"	"21030"	"Male"	"M"	248
	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4819
	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4699
	"2009"	"2009"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3630
	"2009"	"2009"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3196
	"2009"	"2009"	"Cecum"	"21041"	"Female"	"F"	772
	"2009"	"2009"	"Cecum"	"21041"	"Male"	"M"	638
	"2009"	"2009"	"Appendix"	"21042"	"Female"	"F"	102
	"2009"	"2009"	"Appendix"	"21042"	"Male"	"M"	56
	"2009"	"2009"	"Ascending Colon"	"21043"	"Female"	"F"	772
	"2009"	"2009"	"Ascending Colon"	"21043"	"Male"	"M"	586
	"2009"	"2009"	"Hepatic Flexure"	"21044"	"Female"	"F"	167
	"2009"	"2009"	"Hepatic Flexure"	"21044"	"Male"	"M"	153
	"2009"	"2009"	"Transverse Colon"	"21045"	"Female"	"F"	346
	"2009"	"2009"	"Transverse Colon"	"21045"	"Male"	"M"	298
	"2009"	"2009"	"Splenic Flexure"	"21046"	"Female"	"F"	105
	"2009"	"2009"	"Splenic Flexure"	"21046"	"Male"	"M"	112
	"2009"	"2009"	"Descending Colon"	"21047"	"Female"	"F"	186
	"2009"	"2009"	"Descending Colon"	"21047"	"Male"	"M"	192
	"2009"	"2009"	"Sigmoid Colon"	"21048"	"Female"	"F"	901
	"2009"	"2009"	"Sigmoid Colon"	"21048"	"Male"	"M"	947
	"2009"	"2009"	"Large Intestine, NOS"	"21049"	"Female"	"F"	279
	"2009"	"2009"	"Large Intestine, NOS"	"21049"	"Male"	"M"	214
	"2009"	"2009"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Female"	"F"	1189
	"2009"	"2009"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Male"	"M"	1503
	"2009"	"2009"	"Rectosigmoid Junction"	"21051"	"Female"	"F"	366
	"2009"	"2009"	"Rectosigmoid Junction"	"21051"	"Male"	"M"	389
	"2009"	"2009"	"Rectum"	"21052"	"Female"	"F"	823
	"2009"	"2009"	"Rectum"	"21052"	"Male"	"M"	1114
	"2009"	"2009"	"Anus, Anal Canal and Anorectum"	"21060"	"Female"	"F"	261
	"2009"	"2009"	"Anus, Anal Canal and Anorectum"	"21060"	"Male"	"M"	188
