"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2002"	"2002"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	48719
	"2002"	"2002"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	50589
	"2002"	"2002"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	688
	"2002"	"2002"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1291
	"2002"	"2002"	"Lip"	"20010"	"Female"	"F"	24
	"2002"	"2002"	"Lip"	"20010"	"Male"	"M"	55
	"2002"	"2002"	"Tongue"	"20020"	"Female"	"F"	174
	"2002"	"2002"	"Tongue"	"20020"	"Male"	"M"	342
	"2002"	"2002"	"Salivary Gland"	"20030"	"Female"	"F"	110
	"2002"	"2002"	"Salivary Gland"	"20030"	"Male"	"M"	144
	"2002"	"2002"	"Floor of Mouth"	"20040"	"Female"	"F"	42
	"2002"	"2002"	"Floor of Mouth"	"20040"	"Male"	"M"	90
	"2002"	"2002"	"Gum and Other Mouth"	"20050"	"Female"	"F"	153
	"2002"	"2002"	"Gum and Other Mouth"	"20050"	"Male"	"M"	164
	"2002"	"2002"	"Nasopharynx"	"20060"	"Female"	"F"	49
	"2002"	"2002"	"Nasopharynx"	"20060"	"Male"	"M"	99
	"2002"	"2002"	"Tonsil"	"20070"	"Female"	"F"	47
	"2002"	"2002"	"Tonsil"	"20070"	"Male"	"M"	172
	"2002"	"2002"	"Oropharynx"	"20080"	"Female"	"F"	28
	"2002"	"2002"	"Oropharynx"	"20080"	"Male"	"M"	77
	"2002"	"2002"	"Hypopharynx"	"20090"	"Female"	"F"	45
	"2002"	"2002"	"Hypopharynx"	"20090"	"Male"	"M"	112
	"2002"	"2002"	"Other Oral Cavity and Pharynx"	"20100"	"Female"	"F"	16
	"2002"	"2002"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	36
	"2002"	"2002"	"Digestive System"	"21010-21130"	"Female"	"F"	9412
	"2002"	"2002"	"Digestive System"	"21010-21130"	"Male"	"M"	10055
	"2002"	"2002"	"Esophagus"	"21010"	"Female"	"F"	266
	"2002"	"2002"	"Esophagus"	"21010"	"Male"	"M"	719
	"2002"	"2002"	"Stomach"	"21020"	"Female"	"F"	783
	"2002"	"2002"	"Stomach"	"21020"	"Male"	"M"	1089
	"2002"	"2002"	"Small Intestine"	"21030"	"Female"	"F"	163
	"2002"	"2002"	"Small Intestine"	"21030"	"Male"	"M"	187
	"2002"	"2002"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	5763
	"2002"	"2002"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	5533
	"2002"	"2002"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	4391
	"2002"	"2002"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3873
	"2002"	"2002"	"Cecum"	"21041"	"Female"	"F"	957
	"2002"	"2002"	"Cecum"	"21041"	"Male"	"M"	737
	"2002"	"2002"	"Appendix"	"21042"	"Female"	"F"	63
