"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2008"	"2008"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	53434
	"2008"	"2008"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	54933
	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	748
	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1457
	"2008"	"2008"	"Lip"	"20010"	"Female"	"F"	29
	"2008"	"2008"	"Lip"	"20010"	"Male"	"M"	57
	"2008"	"2008"	"Tongue"	"20020"	"Female"	"F"	204
	"2008"	"2008"	"Tongue"	"20020"	"Male"	"M"	423
	"2008"	"2008"	"Salivary Gland"	"20030"	"Female"	"F"	122
	"2008"	"2008"	"Salivary Gland"	"20030"	"Male"	"M"	158
	"2008"	"2008"	"Floor of Mouth"	"20040"	"Female"	"F"	47
	"2008"	"2008"	"Floor of Mouth"	"20040"	"Male"	"M"	84
	"2008"	"2008"	"Gum and Other Mouth"	"20050"	"Female"	"F"	166
	"2008"	"2008"	"Gum and Other Mouth"	"20050"	"Male"	"M"	198
	"2008"	"2008"	"Nasopharynx"	"20060"	"Female"	"F"	55
	"2008"	"2008"	"Nasopharynx"	"20060"	"Male"	"M"	115
	"2008"	"2008"	"Tonsil"	"20070"	"Female"	"F"	63
	"2008"	"2008"	"Tonsil"	"20070"	"Male"	"M"	246
	"2008"	"2008"	"Oropharynx"	"20080"	"Female"	"F"	25
	"2008"	"2008"	"Oropharynx"	"20080"	"Male"	"M"	64
	"2008"	"2008"	"Hypopharynx"	"20090"	"Female"	"F"	28
	"2008"	"2008"	"Hypopharynx"	"20090"	"Male"	"M"	89
	"2008"	"2008"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	23
	"2008"	"2008"	"Digestive System"	"21010-21130"	"Female"	"F"	9157
	"2008"	"2008"	"Digestive System"	"21010-21130"	"Male"	"M"	10337
	"2008"	"2008"	"Esophagus"	"21010"	"Female"	"F"	285
	"2008"	"2008"	"Esophagus"	"21010"	"Male"	"M"	843
	"2008"	"2008"	"Stomach"	"21020"	"Female"	"F"	682
	"2008"	"2008"	"Stomach"	"21020"	"Male"	"M"	1091
	"2008"	"2008"	"Small Intestine"	"21030"	"Female"	"F"	243
	"2008"	"2008"	"Small Intestine"	"21030"	"Male"	"M"	251
	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	5059
	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4885
	"2008"	"2008"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3820
	"2008"	"2008"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3384
	"2008"	"2008"	"Cecum"	"21041"	"Female"	"F"	916
	"2008"	"2008"	"Cecum"	"21041"	"Male"	"M"	670
	"2008"	"2008"	"Appendix"	"21042"	"Female"	"F"	108
	"2008"	"2008"	"Appendix"	"21042"	"Male"	"M"	86
	"2008"	"2008"	"Ascending Colon"	"21043"	"Female"	"F"	786
	"2008"	"2008"	"Ascending Colon"	"21043"	"Male"	"M"	635
	"2008"	"2008"	"Hepatic Flexure"	"21044"	"Female"	"F"	207
	"2008"	"2008"	"Hepatic Flexure"	"21044"	"Male"	"M"	162
	"2008"	"2008"	"Transverse Colon"	"21045"	"Female"	"F"	324
	"2008"	"2008"	"Transverse Colon"	"21045"	"Male"	"M"	312
	"2008"	"2008"	"Splenic Flexure"	"21046"	"Female"	"F"	111
	"2008"	"2008"	"Splenic Flexure"	"21046"	"Male"	"M"	114
	"2008"	"2008"	"Descending Colon"	"21047"	"Female"	"F"	213
	"2008"	"2008"	"Descending Colon"	"21047"	"Male"	"M"	232
	"2008"	"2008"	"Sigmoid Colon"	"21048"	"Female"	"F"	924
	"2008"	"2008"	"Sigmoid Colon"	"21048"	"Male"	"M"	984
	"2008"	"2008"	"Large Intestine, NOS"	"21049"	"Female"	"F"	231
	"2008"	"2008"	"Large Intestine, NOS"	"21049"	"Male"	"M"	189
	"2008"	"2008"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Female"	"F"	1239
	"2008"	"2008"	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Male"	"M"	1501
	"2008"	"2008"	"Rectosigmoid Junction"	"21051"	"Female"	"F"	345
	"2008"	"2008"	"Rectosigmoid Junction"	"21051"	"Male"	"M"	417
	"2008"	"2008"	"Rectum"	"21052"	"Female"	"F"	894
	"2008"	"2008"	"Rectum"	"21052"	"Male"	"M"	1084
	"2008"	"2008"	"Anus, Anal Canal and Anorectum"	"21060"	"Female"	"F"	216
	"2008"	"2008"	"Anus, Anal Canal and Anorectum"	"21060"	"Male"	"M"	159
	"2008"	"2008"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Female"	"F"	486
	"2008"	"2008"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Male"	"M"	1293
	"2008"	"2008"	"Liver"	"21071"	"Female"	"F"	413
	"2008"	"2008"	"Liver"	"21071"	"Male"	"M"	1204
	"2008"	"2008"	"Intrahepatic Bile Duct"	"21072"	"Female"	"F"	73
	"2008"	"2008"	"Intrahepatic Bile Duct"	"21072"	"Male"	"M"	89
	"2008"	"2008"	"Gallbladder"	"21080"	"Female"	"F"	210
	"2008"	"2008"	"Gallbladder"	"21080"	"Male"	"M"	123
	"2008"	"2008"	"Other Biliary"	"21090"	"Female"	"F"	210
	"2008"	"2008"	"Other Biliary"	"21090"	"Male"	"M"	210
	"2008"	"2008"	"Pancreas"	"21100"	"Female"	"F"	1522
	"2008"	"2008"	"Pancreas"	"21100"	"Male"	"M"	1397
	"2008"	"2008"	"Retroperitoneum"	"21110"	"Female"	"F"	56
	"2008"	"2008"	"Retroperitoneum"	"21110"	"Male"	"M"	36
	"2008"	"2008"	"Peritoneum, Omentum and Mesentery"	"21120"	"Female"	"F"	132
	"2008"	"2008"	"Other Digestive Organs"	"21130"	"Female"	"F"	56
	"2008"	"2008"	"Other Digestive Organs"	"21130"	"Male"	"M"	37
	"2008"	"2008"	"Respiratory System"	"22010-22060"	"Female"	"F"	7096
	"2008"	"2008"	"Respiratory System"	"22010-22060"	"Male"	"M"	7748
	"2008"	"2008"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Female"	"F"	51
