"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	"Sex"	"Sex Code"	Count
	"2015"	"2015"	"All Invasive Cancer Sites Combined"	"0"	"Female"	"F"	56948
	"2015"	"2015"	"All Invasive Cancer Sites Combined"	"0"	"Male"	"M"	55003
	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	"Female"	"F"	808
	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	"Male"	"M"	1837
	"2015"	"2015"	"Lip"	"20010"	"Female"	"F"	40
	"2015"	"2015"	"Lip"	"20010"	"Male"	"M"	60
	"2015"	"2015"	"Tongue"	"20020"	"Female"	"F"	237
	"2015"	"2015"	"Tongue"	"20020"	"Male"	"M"	578
	"2015"	"2015"	"Salivary Gland"	"20030"	"Female"	"F"	125
	"2015"	"2015"	"Salivary Gland"	"20030"	"Male"	"M"	186
	"2015"	"2015"	"Floor of Mouth"	"20040"	"Female"	"F"	34
	"2015"	"2015"	"Floor of Mouth"	"20040"	"Male"	"M"	81
	"2015"	"2015"	"Gum and Other Mouth"	"20050"	"Female"	"F"	161
	"2015"	"2015"	"Gum and Other Mouth"	"20050"	"Male"	"M"	200
	"2015"	"2015"	"Nasopharynx"	"20060"	"Female"	"F"	56
	"2015"	"2015"	"Nasopharynx"	"20060"	"Male"	"M"	138
	"2015"	"2015"	"Tonsil"	"20070"	"Female"	"F"	83
	"2015"	"2015"	"Tonsil"	"20070"	"Male"	"M"	353
	"2015"	"2015"	"Oropharynx"	"20080"	"Female"	"F"	32
	"2015"	"2015"	"Oropharynx"	"20080"	"Male"	"M"	90
	"2015"	"2015"	"Hypopharynx"	"20090"	"Female"	"F"	33
	"2015"	"2015"	"Hypopharynx"	"20090"	"Male"	"M"	118
	"2015"	"2015"	"Other Oral Cavity and Pharynx"	"20100"	"Male"	"M"	33
	"2015"	"2015"	"Digestive System"	"21010-21130"	"Female"	"F"	9072
	"2015"	"2015"	"Digestive System"	"21010-21130"	"Male"	"M"	10700
	"2015"	"2015"	"Esophagus"	"21010"	"Female"	"F"	292
	"2015"	"2015"	"Esophagus"	"21010"	"Male"	"M"	816
	"2015"	"2015"	"Stomach"	"21020"	"Female"	"F"	815
	"2015"	"2015"	"Stomach"	"21020"	"Male"	"M"	1174
	"2015"	"2015"	"Small Intestine"	"21030"	"Female"	"F"	278
	"2015"	"2015"	"Small Intestine"	"21030"	"Male"	"M"	330
	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	"Female"	"F"	4423
	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	"Male"	"M"	4541
	"2015"	"2015"	"Colon excluding Rectum"	"21041-21049"	"Female"	"F"	3264
	"2015"	"2015"	"Colon excluding Rectum"	"21041-21049"	"Male"	"M"	3019
	"2015"	"2015"	"Cecum"	"21041"	"Female"	"F"	726
	"2015"	"2015"	"Cecum"	"21041"	"Male"	"M"	535
	"2015"	"2015"	"Appendix"	"21042"	"Female"	"F"	197
	"2015"	"2015"	"Appendix"	"21042"	"Male"	"M"	156
	"2015"	"2015"	"Ascending Colon"	"21043"	"Female"	"F"	654
	"2015"	"2015"	"Ascending Colon"	"21043"	"Male"	"M"	578
	"2015"	"2015"	"Hepatic Flexure"	"21044"	"Female"	"F"	137
	"2015"	"2015"	"Hepatic Flexure"	"21044"	"Male"	"M"	143
	"2015"	"2015"	"Transverse Colon"	"21045"	"Female"	"F"	297
	"2015"	"2015"	"Transverse Colon"	"21045"	"Male"	"M"	282
	"2015"	"2015"	"Splenic Flexure"	"21046"	"Female"	"F"	79
